locus_tag	ftype	length_bp	gene	EC_number	COG	product
AABHNHAC_01268	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
AABHNHAC_01269	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
AABHNHAC_01270	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
AABHNHAC_01271	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
AABHNHAC_01272	CDS	252	yciN			Protein YciN
AABHNHAC_01273	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
AABHNHAC_01274	CDS	975	cysB			HTH-type transcriptional regulator CysB
AABHNHAC_01275	CDS	129	ymiA			Protein YmiA
AABHNHAC_01276	CDS	168				hypothetical protein
AABHNHAC_01277	CDS	96	ymiC			Protein YmiC
AABHNHAC_01278	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
AABHNHAC_01279	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
AABHNHAC_01280	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
AABHNHAC_01281	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
AABHNHAC_01282	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
AABHNHAC_01283	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AABHNHAC_01284	CDS	327	yciH		COG0023	putative protein YciH
AABHNHAC_01285	CDS	219	osmB			Osmotically-inducible lipoprotein B
AABHNHAC_01286	CDS	750	srlR_1		COG1349	Glucitol operon repressor
AABHNHAC_01287	CDS	174				hypothetical protein
AABHNHAC_01288	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
AABHNHAC_01289	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
AABHNHAC_01290	CDS	1128				hypothetical protein
AABHNHAC_01291	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
AABHNHAC_01292	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
AABHNHAC_01293	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
AABHNHAC_01294	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
AABHNHAC_01295	CDS	966	sapB_1		COG4168	Putrescine export system permease protein SapB
AABHNHAC_01296	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
AABHNHAC_01297	CDS	246				hypothetical protein
AABHNHAC_01298	CDS	1386	puuP		COG0531	Putrescine importer PuuP
AABHNHAC_01299	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
AABHNHAC_01300	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
AABHNHAC_01301	CDS	558	puuR			HTH-type transcriptional regulator PuuR
AABHNHAC_01302	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
AABHNHAC_01303	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
AABHNHAC_01304	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
AABHNHAC_01305	CDS	978	pspF		COG1221	Psp operon transcriptional activator
AABHNHAC_01306	CDS	669	pspA		COG1842	Phage shock protein A
AABHNHAC_01307	CDS	225	pspB_1			Phage shock protein B
AABHNHAC_01308	CDS	360	pspC		COG1983	Phage shock protein C
AABHNHAC_01309	CDS	222	pspD			Phage shock protein D
AABHNHAC_01310	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
AABHNHAC_01311	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
AABHNHAC_01312	CDS	1293				hypothetical protein
AABHNHAC_01313	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
AABHNHAC_01314	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
AABHNHAC_01315	CDS	1053	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
AABHNHAC_01316	CDS	789	iolE	4.2.1.44		Inosose dehydratase
AABHNHAC_01317	CDS	1056	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
AABHNHAC_01318	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
AABHNHAC_01319	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
AABHNHAC_01320	CDS	969	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
AABHNHAC_01321	CDS	906	ompG			Outer membrane porin G
AABHNHAC_01322	CDS	999	purR_1		COG1609	HTH-type transcriptional repressor PurR
AABHNHAC_01323	CDS	1398	ycjX		COG3106	putative protein YcjX
AABHNHAC_01324	CDS	1062				hypothetical protein
AABHNHAC_01325	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
AABHNHAC_01326	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
AABHNHAC_01327	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
AABHNHAC_01328	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
AABHNHAC_01329	CDS	183				hypothetical protein
AABHNHAC_01330	CDS	921	ycjY		COG1073	putative protein YcjY
AABHNHAC_01331	CDS	900	pgrR_2			HTH-type transcriptional regulator PgrR
AABHNHAC_01332	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
AABHNHAC_01333	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
AABHNHAC_01334	CDS	981			COG3039	IS5 family transposase IS5
AABHNHAC_01335	CDS	258				hypothetical protein
AABHNHAC_01336	CDS	951	uspE		COG0589	Universal stress protein E
AABHNHAC_01337	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
AABHNHAC_01338	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
AABHNHAC_01339	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
AABHNHAC_01340	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
AABHNHAC_01341	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
AABHNHAC_01342	CDS	909	tsaR_1			HTH-type transcriptional regulator TsaR
AABHNHAC_01343	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
AABHNHAC_01344	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
AABHNHAC_01345	CDS	984	zntB		COG0598	Zinc transport protein ZntB
AABHNHAC_01346	CDS	174	ynaL			Protein YnaL
AABHNHAC_01347	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
AABHNHAC_01348	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
AABHNHAC_01349	CDS	1236	intQ_1		COG0582	Putative defective protein IntQ
AABHNHAC_01350	CDS	216				hypothetical protein
AABHNHAC_01351	CDS	210	rcbA			Double-strand break reduction protein
AABHNHAC_01352	CDS	810	recT		COG3723	Protein RecT
AABHNHAC_01353	CDS	2601	recE	3.1.11.-		Exodeoxyribonuclease 8
AABHNHAC_01354	CDS	276				hypothetical protein
AABHNHAC_01355	CDS	171				hypothetical protein
AABHNHAC_01356	CDS	222	kilR			Killing protein KilR
AABHNHAC_01357	CDS	612				hypothetical protein
AABHNHAC_01358	CDS	156				hypothetical protein
AABHNHAC_01359	CDS	135	ydaG			putative protein YdaG
AABHNHAC_01360	CDS	477				hypothetical protein
AABHNHAC_01361	CDS	297				hypothetical protein
AABHNHAC_01362	CDS	423				hypothetical protein
AABHNHAC_01363	CDS	858				hypothetical protein
AABHNHAC_01364	CDS	747	dnaC_1		COG1484	DNA replication protein DnaC
AABHNHAC_01365	CDS	561	ydaW			Protein YdaW
AABHNHAC_01366	CDS	300				hypothetical protein
AABHNHAC_01367	CDS	1425	trkG		COG0168	Trk system potassium uptake protein TrkG
AABHNHAC_01368	CDS	264				hypothetical protein
AABHNHAC_01369	CDS	360	ydaY			Protein YdaY
AABHNHAC_01370	CDS	1029				hypothetical protein
AABHNHAC_01371	CDS	981			COG3039	IS5 family transposase ISKpn26
AABHNHAC_01372	CDS	738				hypothetical protein
AABHNHAC_01373	CDS	1998				hypothetical protein
AABHNHAC_01374	CDS	576	tfaE_2			Prophage tail fiber assembly protein TfaE
AABHNHAC_01375	CDS	591				Tn3 family transposase ISYps3
AABHNHAC_01376	CDS	234	ynaE			putative protein YnaE
AABHNHAC_01377	CDS	435	uspF		COG0589	Universal stress protein F
AABHNHAC_01378	CDS	1134	ompN_1		COG3203	Outer membrane porin N
AABHNHAC_01379	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
AABHNHAC_01380	CDS	267				hypothetical protein
AABHNHAC_01381	CDS	423	hslJ		COG3187	Heat shock protein HslJ
AABHNHAC_01382	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
AABHNHAC_01383	CDS	2640				hypothetical protein
AABHNHAC_01384	CDS	186				hypothetical protein
AABHNHAC_01385	CDS	327				hypothetical protein
AABHNHAC_01386	CDS	906	feaR		COG2207	Transcriptional activator FeaR
AABHNHAC_01387	CDS	1500	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
AABHNHAC_01388	CDS	2274	tynA	1.4.3.21	COG3733	Primary amine oxidase
AABHNHAC_01389	CDS	2046	paaZ		COG2030	Bifunctional protein PaaZ
AABHNHAC_01390	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
AABHNHAC_01391	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
AABHNHAC_01392	CDS	747	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
AABHNHAC_01393	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
AABHNHAC_01394	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
AABHNHAC_01395	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AABHNHAC_01396	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
AABHNHAC_01397	CDS	1383	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
AABHNHAC_01398	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
AABHNHAC_01399	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
AABHNHAC_01400	CDS	1314	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
AABHNHAC_01401	CDS	951	paaX		COG3327	Transcriptional repressor PaaX
AABHNHAC_01402	CDS	591	caiE			Carnitine operon protein CaiE
AABHNHAC_01403	CDS	2559				hypothetical protein
AABHNHAC_01404	CDS	906				IS3 family transposase IS2
AABHNHAC_01405	CDS	366				hypothetical protein
AABHNHAC_01406	CDS	1152			COG2826	IS30 family transposase IS30
AABHNHAC_01407	CDS	3324				hypothetical protein
AABHNHAC_01408	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
AABHNHAC_01409	CDS	2307				hypothetical protein
AABHNHAC_01410	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
AABHNHAC_01411	CDS	897				hypothetical protein
AABHNHAC_01412	CDS	1758	ynbC		COG2267	putative protein YnbC
AABHNHAC_01413	CDS	1317	ynbD		COG0671	putative protein YnbD
AABHNHAC_01414	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
AABHNHAC_01415	CDS	3903				hypothetical protein
AABHNHAC_01416	CDS	801	ydcF		COG1434	Protein YdcF
AABHNHAC_01417	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
AABHNHAC_01418	CDS	252	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
AABHNHAC_01419	CDS	378	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
AABHNHAC_01420	CDS	117				hypothetical protein
AABHNHAC_01421	CDS	531	cybB		COG3038	Cytochrome b561
AABHNHAC_01422	CDS	174				hypothetical protein
AABHNHAC_01423	CDS	168				hypothetical protein
AABHNHAC_01424	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
AABHNHAC_01425	CDS	924	catM			HTH-type transcriptional regulator CatM
AABHNHAC_01426	CDS	1344			COG5383	putative protein
AABHNHAC_01427	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
AABHNHAC_01428	CDS	225				hypothetical protein
AABHNHAC_01429	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
AABHNHAC_01430	CDS	981				hypothetical protein
AABHNHAC_01431	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
AABHNHAC_01432	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
AABHNHAC_01433	CDS	669				hypothetical protein
AABHNHAC_01434	CDS	288				hypothetical protein
AABHNHAC_01435	CDS	1149				IS200/IS605 family transposase IS609
AABHNHAC_01436	CDS	1176	ydcO		COG3135	Inner membrane protein YdcO
AABHNHAC_01437	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
AABHNHAC_01438	CDS	1962	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
AABHNHAC_01439	CDS	171				hypothetical protein
AABHNHAC_01440	CDS	177	hicA	3.1.-.-		putative mRNA interferase toxin HicA
AABHNHAC_01441	CDS	438	hicB		COG1598	Antitoxin HicB
AABHNHAC_01442	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
AABHNHAC_01443	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
AABHNHAC_01444	CDS	1014	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
AABHNHAC_01445	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
AABHNHAC_01446	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
AABHNHAC_01447	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
AABHNHAC_01448	CDS	174	ortT			Orphan toxin OrtT
AABHNHAC_01449	CDS	234	ydcY			putative protein YdcY
AABHNHAC_01450	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
AABHNHAC_01451	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
AABHNHAC_01452	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
AABHNHAC_01453	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
AABHNHAC_01454	CDS	2103	cntO			Metal-pseudopaline receptor CntO
AABHNHAC_01455	CDS	1062	yncE		COG3391	putative protein YncE
AABHNHAC_01456	CDS	1500	ansP2		COG1113	L-asparagine permease 2
AABHNHAC_01457	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
AABHNHAC_01458	CDS	213				hypothetical protein
AABHNHAC_01459	CDS	2049	rhsD_2		COG3209	Protein RhsD
AABHNHAC_01460	CDS	483				hypothetical protein
AABHNHAC_01461	CDS	747				ISAs1 family transposase ISEc26
AABHNHAC_01462	CDS	1137				ISAs1 family transposase ISEc5
AABHNHAC_01463	CDS	234	pptA	5.3.2.-	COG1942	Tautomerase PptA
AABHNHAC_01464	CDS	570				hypothetical protein
AABHNHAC_01465	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
AABHNHAC_01466	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
AABHNHAC_01467	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
AABHNHAC_01468	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
AABHNHAC_01469	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
AABHNHAC_01470	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
AABHNHAC_01471	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
AABHNHAC_01472	CDS	336				hypothetical protein
AABHNHAC_01473	CDS	921				hypothetical protein
AABHNHAC_01474	CDS	291	ompD_2		COG3203	Outer membrane porin protein OmpD
AABHNHAC_01475	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
AABHNHAC_01476	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
AABHNHAC_01477	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
AABHNHAC_01478	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
AABHNHAC_01479	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
AABHNHAC_01480	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
AABHNHAC_01481	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
AABHNHAC_01482	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
AABHNHAC_01483	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
AABHNHAC_01484	CDS	216	bdm			Protein bdm
AABHNHAC_01485	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
AABHNHAC_01486	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
AABHNHAC_01487	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
AABHNHAC_01488	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
AABHNHAC_01489	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
AABHNHAC_01490	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
AABHNHAC_01491	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
AABHNHAC_01492	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
AABHNHAC_01493	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
AABHNHAC_01494	CDS	1320				hypothetical protein
AABHNHAC_01495	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
AABHNHAC_01496	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
AABHNHAC_01497	CDS	2784				hypothetical protein
AABHNHAC_01498	CDS	2373				hypothetical protein
AABHNHAC_01499	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
AABHNHAC_01500	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
AABHNHAC_01501	CDS	1683				hypothetical protein
AABHNHAC_01502	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
AABHNHAC_01503	CDS	198	safA			Two-component-system connector protein SafA
AABHNHAC_01504	CDS	2280	ydeP		COG0243	Protein YdeP
AABHNHAC_01505	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
AABHNHAC_01506	CDS	504	fimG_1			Protein FimG
AABHNHAC_01507	CDS	531	fimF_1			Protein FimF
AABHNHAC_01508	CDS	1149	fimD_1		COG3188	Outer membrane usher protein FimD
AABHNHAC_01509	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
AABHNHAC_01510	CDS	267	hipB		COG1396	Antitoxin HipB
AABHNHAC_01511	CDS	1401	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
AABHNHAC_01512	CDS	3978				hypothetical protein
AABHNHAC_01513	CDS	1593	lsrK_1	2.7.1.189	COG1070	Autoinducer-2 kinase
AABHNHAC_01514	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
AABHNHAC_01515	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
AABHNHAC_01516	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
AABHNHAC_01517	CDS	993	lsrD			Autoinducer 2 import system permease protein LsrD
AABHNHAC_01518	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
AABHNHAC_01519	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
AABHNHAC_01520	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
AABHNHAC_01521	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
AABHNHAC_01522	CDS	915				hypothetical protein
AABHNHAC_01523	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
AABHNHAC_01524	CDS	948				hypothetical protein
AABHNHAC_01525	CDS	360				hypothetical protein
AABHNHAC_01526	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
AABHNHAC_01527	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
AABHNHAC_01528	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
AABHNHAC_01529	CDS	1116				hypothetical protein
AABHNHAC_01530	CDS	1191	sotB		COG2814	Sugar efflux transporter
AABHNHAC_01531	CDS	666				hypothetical protein
AABHNHAC_01532	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
AABHNHAC_01533	CDS	384	marA			Multiple antibiotic resistance protein MarA
AABHNHAC_01534	CDS	219				hypothetical protein
AABHNHAC_01535	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
AABHNHAC_01536	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
AABHNHAC_01537	CDS	96	mgtS			Small protein MgtS
AABHNHAC_01538	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
AABHNHAC_01539	CDS	393	ygiW_1		COG3111	Protein YgiW
AABHNHAC_01540	CDS	519	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
AABHNHAC_01541	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
AABHNHAC_01542	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
AABHNHAC_01543	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
AABHNHAC_01544	CDS	204	ydfZ			Putative selenoprotein YdfZ
AABHNHAC_01545	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
AABHNHAC_01546	CDS	1284	ydfJ			Putative transporter YdfJ
AABHNHAC_01547	CDS	234	ydfK			Cold shock protein YdfK
AABHNHAC_01548	CDS	591				Tn3 family transposase ISYps3
AABHNHAC_01549	CDS	576	tfaE_3			Prophage tail fiber assembly protein TfaE
AABHNHAC_01550	CDS	963				hypothetical protein
AABHNHAC_01551	CDS	570	nohA_2		COG4220	Prophage DNA-packing protein NohA
AABHNHAC_01552	CDS	411	ydfO_3		COG5562	putative protein YdfO
AABHNHAC_01553	CDS	174	gnsA_2			Protein GnsA
AABHNHAC_01554	CDS	213	cspJ			Cold shock-like protein CspJ
AABHNHAC_01555	CDS	498				hypothetical protein
AABHNHAC_01556	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
AABHNHAC_01557	CDS	312	ydfR			putative protein YdfR
AABHNHAC_01558	CDS	207				hypothetical protein
AABHNHAC_01559	CDS	120				hypothetical protein
AABHNHAC_01560	CDS	216	cspB		COG1278	Cold shock-like protein CspB
AABHNHAC_01561	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
AABHNHAC_01562	CDS	753				hypothetical protein
AABHNHAC_01563	CDS	1050				hypothetical protein
AABHNHAC_01564	CDS	252				hypothetical protein
AABHNHAC_01565	CDS	156	hokC_2			Toxic protein HokC
AABHNHAC_01566	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
AABHNHAC_01567	CDS	240	relB		COG3077	Antitoxin RelB
AABHNHAC_01568	CDS	333	flxA			Protein FlxA
AABHNHAC_01569	CDS	228				hypothetical protein
AABHNHAC_01570	CDS	291				hypothetical protein
AABHNHAC_01571	CDS	231				hypothetical protein
AABHNHAC_01572	CDS	408				hypothetical protein
AABHNHAC_01573	CDS	156				hypothetical protein
AABHNHAC_01574	CDS	129	ydfB			putative protein YdfB
AABHNHAC_01575	CDS	219				hypothetical protein
AABHNHAC_01576	CDS	165				hypothetical protein
AABHNHAC_01577	CDS	189				hypothetical protein
AABHNHAC_01578	CDS	192				hypothetical protein
AABHNHAC_01579	CDS	921				hypothetical protein
AABHNHAC_01580	CDS	543				IS3 family transposase IS2
AABHNHAC_01581	CDS	1197	intQ_2		COG0582	Putative defective protein IntQ
AABHNHAC_01582	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
AABHNHAC_01583	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
AABHNHAC_01584	CDS	327				hypothetical protein
AABHNHAC_01585	CDS	342				hypothetical protein
AABHNHAC_01586	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
AABHNHAC_01587	CDS	747				hypothetical protein
AABHNHAC_01588	CDS	306	ynfD			putative protein YnfD
AABHNHAC_01589	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
AABHNHAC_01590	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
AABHNHAC_01591	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
AABHNHAC_01592	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
AABHNHAC_01593	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
AABHNHAC_01594	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
AABHNHAC_01595	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
AABHNHAC_01596	CDS	1221	mlc_1		COG1940	Protein mlc
AABHNHAC_01597	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
